,pdbid,smiles
16,2r7g,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)CC(=O)O)Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H]1[NH2+]CCC1)CC(C)C)Cc1[nH]cnc1)CCC(=O)O)C
17,1t13,OC[C@H]([C@H]([C@H](CNc1[nH]c(=O)[nH]c(=O)c1N(=O)=O)O)O)O
18,6bic,OC[C@@H]1CCC(=O)NCCCn2nnc(C[C@@H](C(=O)N[C@H](C(=O)N1)CC(C)C)NC(=O)OCc1ccccc1)c2
19,6udy,Clc1ccc2c(c1)CCC[C@@]12COc2c(N(C1)CC1CCC1)cc(cc2)C(=O)O
20,2r3h,Cc1cnc2n1ccnc2NCc1ccncc1
21,6b98,CNc1nc(Cl)nc2c1cnn2C
22,4wrq,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)[NH3+])C)COP(O)(O)O)CC(C)C
23,3rl4,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH]c(N)[nH+]c2=O)COP(O)(O)O
24,1tys,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)O)n1cc(C)c(=O)[nH]c1=O
25,1jje,OC(=O)[C@H]([C@@H](C(=O)O)Cc1ccccc1)Cc1ccc2c(c1)OCO2
26,1u71,COc1ccc(cc1Cc1cnc2c(c1C)c(N)nc(n2)N)OC
27,6p84,O=C1CC(C)(C)Cc2c1c(c1cccs1)c1c(n2)[nH]n(c1=O)c1ccccc1
28,6bny,Nc1nc2oc3ccc(cc3c(=O)c2cc1c1n[nH]nn1)C(C)C
29,3ew2,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
30,4ogi,CC[C@H]1N(C2CCCC2)c2nc(ncc2N(C1=O)C)Nc1ccc(cc1OC)C(=O)N[C@@H]1CC[N@H+](CC1)C
31,6tld,ONC(=O)C1=CN([NH2+]N1)c1ccccc1
32,4inh,CC(C[C@@H](C(=O)N[C@H](C(=O)O)CCC(=O)N(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C)C
33,3jzj,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
34,2g79,O=C/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C
35,4ehz,Cc1nc2c(n1C1CC[NH2+]CC1)c1cc[nH]c1nc2
36,5yjm,CC[C@H](c1ccc(c(c1)N)C(=O)O)NC(=O)N1C/C(=N/Oc2ccccc2)/NC[C@H](C1=O)Cc1cc(Cl)ccc1OC
37,1f4y,OCC[C@H](C(=O)N[C@@H]1[C@@H](C)O[C@@H]([C@H]([C@H]1O)OC)O[C@@H]1[C@@H](OC)O[C@@H]([C@H]([C@@H]1O)NC(=O)[C@@H](CCO)O)C)O
38,4k7o,Oc1ccc(cc1O)C(C)(C)C
39,4u68,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CCCC[N+](C)(C)C)CCC[NH+]=C(N)N)C)[C@H](O)C)CCC(=O)N)[NH3+]
40,1w6r,COc1ccc2c3c1O[C@@H]1[C@]3(C=C[C@@H](C1)O)CC[N](=C2)C
41,2zx6,O=C(Cc1c[nH]c2c1cccc2)NC[C@H]1[NH2+][C@@H](C)[C@H]([C@H]([C@@H]1O)O)O
42,3nw3,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N)C)C)NC(=O)C
43,4ggz,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
44,5m17,OC[C@H]1OCC[C@H]([C@@H]1O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
45,6bmv,Clc1ccccc1Cn1c2nnc(n2c2c(c1=O)cccc2)c1cc(ccc1O)C(=O)O
46,5azf,CC(C[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+])CCC(=O)O)CCC(=O)O)C
47,3i9g,CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(O)(O)O)[NH3+])O
48,3bjm,N=C[C@@H]1C[C@H]2[C@@H](N1C(=O)[C@H]([C@]13C[C@@H]4C[C@H](C1)C[C@](C3)(C4)O)[NH3+])C2
49,6evq,O=C([C@H](Sc1nnnn1C1CCCC1)C)NCc1ccco1
50,6eq1,OC[C@H]1O[C@@]([C@@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H]([C@@H]([C@H]3O)O)O)[C@@H]([C@H]([C@@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O
51,1r1j,S[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccccc1)Cc1ccccc1
52,3cbs,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/c1c(C)cc(c(c1C)C)O
53,5iu8,C[N@@H+]1CC[N@H+](CC1)CCNc1nc(N)n2c(n1)nc(n2)c1ccco1
54,5es1,CCc1sc(cc1c1cnn2c1ncc(c2)C(F)(F)F)C(=O)N[C@@H]1[C@H]([NH3+])CCCC1(F)F
55,4l2f,Clc1ccc2c(c1)c(=O)cc(o2)c1ccccc1
56,1g4o,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1
57,6bvh,OC[C@@H]1NC(=O)[C@H](CCC[NH+]=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H]3N(C(=O)[C@H]4N(C(=O)[C@@H](NC1=O)[C@H](CC)C)CCC4)CCC3)[C@H](CC)C)C(=O)N[C@@H](CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1[C@H](C(=O)N[C@H](C(=O)N2)[C@H](O)C)O1)CC(=O)N)[C@H](O)C
58,5t1l,[NH3+]CCCC[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC[NH+]=C(N)N)NC(=O)[C@H](CCC[NH+]=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)O)[NH3+])CCC(=O)N)C(c1ccccc1)c1ccccc1)CC(=O)O)[C@H](O)C
59,3wig,CNS(=O)(=O)Nc1nccc(c1F)Cc1c(=O)oc2c(c1C)ccc(c2)Oc1ncccn1
60,2yof,S=C(Nc1ccc(c(c1)C(F)(F)F)Cl)NC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
61,6dcg,CS[C@]1(CC[N@H+](C1)CC(=O)N1CCC(=CC1)c1ccc(cc1)c1ncn(n1)C)C(=O)Nc1ccc2c(c1)c(n[nH]2)c1ccc(nc1)OC(C)C
62,4oak,C[C@H](C(=O)O)NC(=O)[C@H]([NH3+])C
63,2pmn,OC[C@H](C(C)C)Nc1ccc2n(n1)c(cn2)c1ccc(cc1)C#N
64,5ni7,COc1ccc(cc1c1csc(c1)NC(=O)Cc1ccc(cc1)S(=O)(=O)CC)C#N
65,5d7a,O[C@@H]1CC[C@@H](CC1)Oc1cccc2c1nc(nc2)Nc1ccc2c(c1)nc[nH]2
66,8lpr,OB([C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C)O
67,5m34,C[C@H](CNC(=O)CC[C@@]1(C)C2=C(C)C3=[N]4[Co@@]56N2[C@H]([C@@H]1CC(=O)N)[C@@]1([N]6=C([C@H]([C@]1(C)CC(=O)N)CCC(=O)N)C(=C1[N]5=C(C=C4C([C@@H]3CCC(=O)N)(C)C)[C@H]([C@]1(C)CC(=O)N)CCC(=O)N)C)C)O
68,5d3j,CCN(S(=O)(=O)c1cccc(c1)NC(=O)c1[nH]c(c(c1CC)C(=O)C)C)CC
69,4l0b,CN(c1ccc(cc1)c1cc(=O)c2c(o1)cccc2)C
70,1rhk,OC(=O)C[C@@H]([C@@H](CCCc1ccccc1)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CC(=O)O)CCC(=O)O
71,3efw,CNc1nccc(n1)c1cccnc1Oc1ccc(cc1C)NC(=O)Nc1cccc(c1)C(F)(F)F
72,4qz2,OC[C@H]([C@@H]([C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(cc1)OC)NC(=O)[C@@H](NC(=O)C[NH+]1CCOCC1)C)O)C
73,3mvj,Cc1c[nH]c2c1c(ncn2)N1CC[C@H](C1)[NH3+]
74,5eek,ONC(=O)/C=C/C(=C/[C@H](C(=O)c1ccc(cc1)N(C)C)C)/C
75,6oja,CSCC[C@H]([NH3+])C(=O)O
76,5agu,CC(C[C@@H]1NC(=O)[C@H]([C@@H](C)OC(=O)CNC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2N(C(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@H]3N(C1=O)C[C@@H](C3)C)CC(C)C)C)C(C)C)CCC2)N(C(=O)[C@@H]1C[C@H](CN1C(=O)[C@@H](N(C(=O)C)C)C(C)C)C)C)C
77,4pzv,O=C(CNC(=O)C1=Nc2c(=O)[nH]c(nc2NC1(C)C)N)NCCS(=O)(=O)C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
78,5mar,OCCCc1onc(n1)c1ccc(cc1)Cl
79,3px9,O=C(c1cnc2c(n1)[nH]c(=[NH2+])[nH]c2=O)NCc1ccco1
80,4uyg,Clc1ccc(cc1)N[C@@H]1C[C@H](C)N(c2c1cc(cc2)c1ccc(cc1)C(=O)O)C(=O)C
81,1o6r,C=CC[N@H+](CCCCCCOc1ccc2c(c1)occ2c1ccc(cc1)Br)C
82,6f3i,NC(=O)C[C@H](c1ccn2c1c(ncn2)N[C@@H]1CC[C@H](CC1)[NH+]1CCN(CC1)C(=O)C)C
83,5aaa,Nc1ncc(cc1O[C@@H](c1c(Cl)ccc(c1Cl)F)C)c1cnn(c1)C1CC[NH2+]CC1
84,4l7h,N#Cc1cccnc1N1CC[C@]2([C@@H](C1)OC(=[NH+]2)N)c1ccc(cc1F)F
85,3t0b,OC[C@H]1O[C@@H](SC(C)C)[C@@H]([C@H]([C@H]1O)O)O
86,5i8b,C[C@@H]1CC(=O)Nc2c(N1)c(ccc2)c1cccc(c1)OCc1ccccc1
87,3zmq,NC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)CCC(=O)N)Cc1ccc(cc1)C(P(O)(O)O)(F)F)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)[NH3+])C
88,5fsm,CC(=O)Nc1ccc2c(c1)ncn2C
89,1ll4,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)[C@H]3[C@@H]([C@H]2O)[NH+]=C(O3)N(C)C)[C@@H]([C@@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
90,5db0,OC[C@H](Cn1c(C#N)cc2c1ccc(c2)C[N@@H+]1CC[C@H](CC1)Nc1ncnc2c1cc(s2)CC(F)(F)F)O
91,5hg9,CCC(=O)N1C[C@@H]([C@H](C1)C(F)(F)F)COc1nc(Nc2cnn(c2)C)nc2c1cc[nH]2
92,3ime,OC(=O)c1cc2c(o1)cccc2
93,1pq3,OC(=O)[C@H](CSCC[B](O)(O)O)[NH3+]
94,3sv6,CCC[C@@H]([C@H](C(=O)NC1CC1)O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C1CCCCC1)NC(=O)c1nccnc1
95,4p5d,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2c1ccc2c(c1)cccc2)COP(O)(O)O
96,1z1r,CC(CCN(S(=O)(=O)c1ccccc1)C[C@H]([C@H]1NC(=O)[C@H](CC(=O)N)NC(=O)CCCOc2ccc(C1)cc2)O)C
97,5aqz,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C(=O)N
98,4zzx,COCCCN1Cc2c(C1=O)c(ccc2)C(=O)N
99,5xqx,CNC(=O)c1[nH]cc(c1)c1ccncc1
100,2wzy,C=C1CCCC2=NC[C@@H]([C@H](C[C@]32CCC(=C([C@@H]3/C=C(\C)/[C@H](C[C@H]2O[C@@]3(O[C@]4(O[C@H](C1)CC[C@@]4(C)O)CC3)CC2)O)C)[C@H]1OC(=O)[C@H](C1)C)C)C
101,5mrm,Brc1cc(Br)c(c(c1)c1onc(c1)C(F)(F)F)O
102,2gph,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CS)CC(=O)O)CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])CC(C)C)CCC(=O)N)CCC(=O)O)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N)CO)CC(=O)N)C)CC(C)C
103,1uj6,OC[C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O
104,1k3t,C=CC(C1=Cc2cc3C[C@H](Oc3cc2O[C@H]1O)C(O)(C)C)(C)C
105,6fe1,OCCS(=O)(=O)c1c(NC2CCCCCCC2)c(F)c(c(c1F)F)S(=O)(=O)N
106,4lwe,COc1ccc(cc1)c1c(onc1c1cc(Cl)c(cc1O)O)NC(=O)C
107,4zyi,CC[C@H](Oc1cc2c(cc1OC)CC(=O)N([C@H]2c1ccc(cc1)Cl)c1ccc(cc1)N(Cc1ccncc1)C)C
108,5jfd,[NH3+]Cc1ccc(cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](NS(=O)(=O)Cc1ccccc1)CCC[NH+]=C(N)N)Cl
109,5jhb,OCC1(CCl)CN(C1)c1nc(nc(n1)c1cnc(cc1C(F)(F)F)N)N1CCOCC1
110,5a5d,O=C(c1cccc(c1O)O)NCCCCCNC(=O)c1cccc(c1O)O
111,5u94,CCn1c(nc2c1c(OC[C@H]1CCC[NH2+]C1)cnc2C#CC(O)(C)C)c1nonc1N
112,3g0c,Clc1ccccc1Cn1c(nc2c1c(=O)n(C)c(=O)n2C)N1CC[NH2+]CC1
113,5h14,Cc1nn(c(c1)C)c1cc(ccc1N(=O)=O)N1CCc2c(C1)cccc2
114,3lxl,Fc1ccc2c(c1)c1C(=O)N=CCc1c1c2[nH]c(n1)C(C)(C)C
115,5td2,O=C(c1ncc[nH]1)Nc1ccc(cc1c1scc(n1)[C@H]1OCCN(C1)S(=O)(=O)C)N1CCOCC1
116,5egm,Cc1ccc2c(c1)c(c1[nH]nnn1)c1n2C[C@@](CC1)(NC(=O)c1ccc(cc1Cl)n1cnnc1)c1ccccc1
117,1oxg,[NH3+]CC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)Cc1c[nH]c2c1cccc2)CO)C(C)C)C
118,2j34,Clc1ccc2c(c1)sc(c2)S(=O)(=O)N[C@H]1CCN(C1=O)[C@H](C(=O)N1CCOCC1)C
119,6ccq,Clc1cccc(c1)CCc1nc2c([nH]1)c(O)ccc2
120,1xff,OC(=O)CC[C@@H](C(=O)O)[NH3+]
121,3afk,OC[C@H]1O[C@H](O[C@@H]([C@@H](C(=O)O)[NH3+])C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C
122,6n55,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)N=N#N)n1ccc(=O)[nH]c1=O
123,1abt,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)Cc1ccc(cc1)O)C(C)C)Cc1c[nH]c2c1cccc2)Cc1c[nH]cn1)[NH3+]
124,5mgl,CNC(=O)c1cc(Cl)ccn1
125,2gg7,OC(=O)c1cccc(c1)/N=N/c1c(N)n[nH]c1N
126,1csi,O=C(NCCCC(=O)O)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
127,6fmj,O[C@@H]1C[C@H](N(C1)C(=S)[C@@H](NC(=O)C)C)C(=O)NCc1ccc(cc1)c1scnc1C
128,2hwo,CCC(=O)Nc1ccc2c(c1)c(ncn2)Nc1ccccc1
129,5fnu,COc1cc(cc2c1n(C)nn2)[C@H](c1ccc(c(c1)CN1C[C@@H](C)Oc2c(S1(=O)=O)cccc2)C)CC(=O)O
130,2qfo,Cc1nc(N)nc(c1)C(F)(F)F
131,3lcd,O=C(N1CCC[C@@H]1C[NH+]1CCCC1)c1ccc(cc1)c1cnc(c(n1)NCc1c(Cl)cccc1Cl)N
132,5ar7,O=C(Nc1noc(c1)C(C)(C)C)Nc1ccc(cc1)Oc1ccncc1
133,5zjy,OC[C@@H](C(=O)N[C@H](C(=O)N[C@]1(C)CCC/C=C\CCC[C@@](C)(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCC(=O)N)CC(C)C)CC(C)C)C(=O)N[C@H](C(=O)N)Cc1ccccc1)CCC[NH+]=C(N)N)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CCCC[NH3+])CCCC[NH3+])CCC[NH+]=C(N)N
134,6df7,C=CCCn1cc(c2cc(cc3c2ncn3C)C(=O)N2CCOCC2)c2c(c1=O)[nH]cc2
135,2bz8,[NH3+]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC[NH2+]1)C)CCC[NH+]=C(N)N
136,3uvx,[NH3+]CC(=O)N[C@H]([C@H]([NH2+]CC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC)CCCCNC(=O)C)C)O)CCCCNC(=O)C
137,2jdt,Clc1ccc(cc1)COCC[NH2+]CCNS(=O)(=O)c1cccc2c1ccnc2
138,6haj,Oc1c2Cc3cc(cc(c3O)Cc3cc(cc(c3O)Cc3cc(cc(c3O)Cc3cc(cc(Cc4c(c(Cc5c(c(Cc6c(c(Cc1cc(c2)S(O)(O)O)cc(c6)S(O)(O)O)O)cc(c5)S(O)(O)O)O)cc(c4)S(O)(O)O)O)c3O)S(O)(O)O)S(O)(O)O)S(O)(O)O)S(O)(O)O
139,3coj,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)O)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC[NH2+]1)CCC(=O)N)COP(O)(O)O
140,4pkr,ONC(=O)[C@H](N(S(=O)(=O)c1ccc(c(c1)C)F)Cc1ccccc1)C
141,4qxq,OC(=O)Cc1cccc2c1oc1c(C)c(C)ccc1c2=O
142,6max,Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O
143,4afj,COc1ccc(cc1)c1ocnc1C(=O)NCc1ccncc1
144,3pp1,OC[C@@H](CN1CN=C2C(=C(Nc3ccc(cc3F)I)[C@@H](C(=O)N2C)F)C1=O)O
145,1jii,O=C([C@H](Cc1ccc(cc1)O)[NH3+])N[C@@H]([C@@H]1[N@@H+](O)[C@H]2OC[C@@]([C@H]1O)([C@H]2O)O)C(=O)O
146,3qxd,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC(=O)N)CCSC)CC(C)C)CC(C)C)[C@H](O)C)C)CCSC)CCC[NH+]=C(N)N)CCSC)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H]1[NH2+]CCC1)CO
147,6d17,O=c1cc(CP(O)(O)O)c2c(o1)cc1c(c2)OCO1
148,3qcj,COc1ccc(cc1C(=O)O)S(=O)(=O)NC(=O)c1sccc1SCc1ccc(c(c1)Cl)Cl
149,4mho,OC[C@H]1O[C@@H](NC(=O)COc2ccc(cc2)c2ccccc2)[C@@H]([C@H]([C@@H]1O)O)O
150,2vtj,Clc1cncc(n1)Nc1ccc(cc1)S(=O)(=O)N
151,2uz9,O=c1[nH]c(=O)c2c([nH]1)nc[nH]2
152,1nc6,O[C@@H]1C[C@H](N(C1)C(=O)C)[C@H]([NH2+][C@H]([C@@H](c1nc2c(s1)cccc2)O)CCC[NH+]=C(N)N)O
153,3hzk,C=CCO[C@@]1(C[C@@H](O[C@@]2(C[C@@H](O)[C@H]([C@H](O2)[C@@H](CO)O)O)C(=O)O)[C@H]([C@H](O1)[C@@H](CO)O)O)C(=O)O
154,5xw6,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]([C@@H]2[C@H]1O[C@]1(O2)[C@@H](C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)COP(OP(OP(O)(O)O)(O)O)(O)O
155,5f0c,O=C(Nc1cccc(c1)N1CCCCC1)CCC1CCCC1
156,6oyh,CCCCCCCCCCCCCCCCC[C@H]1C[N@H+](C)[C@H](C(=O)N([C@@H]1C(=O)O)C)[C@@H]([C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O)O[C@@H]1O[C@@H]([C@H]([C@H]1O)O)C[NH3+]
157,4z07,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1nc(N)[nH]c2=O
158,5ih9,C[NH+]1CCN(CC1)c1ccc(cc1)n1ncc(c1)c1ccncc1OCC1CC[NH2+]CC1
159,5sz4,NS(=O)(=O)c1ccc(cc1)c1ccccc1
160,1qxy,CSCC[C@@H](C(c1ccccn1)(O)O)[NH3+]
161,3axz,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
162,4cgj,[NH3+]CCCCCC(=O)N[C@H]1Cc2c([C@@H]1Cc1ccc3c(c1C(=O)O)OCO3)cccc2
163,5tyl,OB(c1ccc2c(c1)cccc2)O
164,1x8s,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)CS)CC(=O)O)C(C)C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1nc[nH]c1)[NH3+])CCC[NH+]=C(N)N)CCC(=O)O
165,1o9k,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C)Cc1ccccc1)CC(C)C)CC(=O)O)CCC[NH+]=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[NH3+])CC(=O)O)Cc1ccc(cc1)O)Cc1c[nH]cn1)Cc1ccccc1)CC(C)C)CCC(=O)O)CCC(=O)O)CCC(=O)O)C
