,pdbid,smiles
14,1nc1,CSC[C@H]1O[C@@H](n2ccc3c(N)ncnc23)[C@H](O)[C@@H]1O
15,1nc3,n1cnc2c(c1N)[nH]nc2[C@H]1[C@H](O)[C@H](O)[C@@H](CO)O1
16,1nvq,O[C@H]1NC(=O)c2c3c4c(cccc4)n4c3c3n(c5c(cccc5)c3c21)[C@@]1(C)O[C@@H]4C[C@@H]([NH2+]C)[C@H]1OC
17,1o0h,[P](=O)(=O)(=O)OP(=O)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c(N)ncnc12
18,1o3f,c1(C(N)=[NH2+])ccc2c(c1)cc(-c1cccc(-c3ccccc3)c1O)[nH]2
19,1o5b,C(c1sc2c(c1)c(I)ccc2)(N)=[NH2+]
20,1owh,NC(=[NH2+])c1cc2ccc(C(=O)Nc3ccc(C[NH3+])cc3)cc2cc1
21,1oyt,O=C1N(Cc2ccc(F)cc2)C(=O)[C@H]2[C@H]3[N@H+](CCC3)[C@@H](c3ccc(C(N)=[NH2+])cc3)[C@@H]12
22,1p1n,[NH2+]1C[C@H](C(=C)C)[C@H](CC([O-])=O)[C@H]1C([O-])=O
23,1p1q,[NH3+][C@H](C([O-])=O)Cc1c(=O)[nH]oc1C
24,1ps3,[C@H]1(O)[C@H](O)[C@H](O)[C@H]2NC(=O)C(=O)N2[C@@H]1CO
25,1pxn,Cc1nc(NC)sc1-c1ccnc(Nc2ccc(O)cc2)n1
26,1q8t,O=C([C@H]1CC[C@H]([C@@H](C)[NH3+])CC1)Nc1ccncc1
27,1q8u,O=S(=O)(N1[C@@H](C)C[NH2+]CCC1)c1c2c(C)cncc2ccc1
28,1qf1,S[C@@H](CCCCC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C([O-])=O
29,1qkt,c1cc(O)cc2c1[C@@H]1[C@@H](CC2)[C@H]2[C@](C)(CC1)[C@@H](O)CC2
30,1r5y,c1(N)ccc2nc(N)[nH]c(=O)c2c1
31,1s38,c1c(C)c2nc(N)[nH]c(=O)c2cc1
32,1sqa,[NH3+]Cc1ccc(NC(=O)c2cc(Nc3ncccn3)c3cc(C(N)=[NH2+])ccc3c2)cc1
33,1syi,C(n1c(=O)[nH]c(=O)c2c1CCC2)[C@@H](C([O-])=O)[NH3+]
34,1u1b,P(=O)(=O)(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O[P](=O)(=O)=O)OP(=O)(=O)O[C@@H]1[C@@H](CO[P](=O)(=O)=O)O[C@H](C1)n1cc(c(=O)[nH]c1=O)C
35,1uto,c1(CC[NH3+])ccccc1
36,1vso,[NH3+][C@@H](Cc1c(OC[P](=O)(=O)=O)noc1C(C)(C)C)[C-](=O)=O
37,1w4o,n1(c(=O)[nH]c(=O)cc1)[C@@H]1O[C@H](CO)[C@@H](O[P](=O)(=O)=O)[C@@H]1O
38,1y6r,CSC[C@H]1[NH2+][C@@H](c2c[nH]c3c(N)ncnc23)[C@H](O)[C@@H]1O
39,1yc1,c1c2c(ccc1-c1c(C([O-])=O)[nH]nc1-c1cc(CC)c(O)cc1O)OCO2
40,1ydr,c1(S(=O)(=O)N2[C@@H](C)C[NH2+]CC2)cccc2cnccc12
41,1ydt,c1(S(=O)(=O)NCC[NH2+]C/C=C/c2ccc(Br)cc2)cccc2cnccc12
42,1z6e,FC(F)(F)c1nn(-c2ccc3onc(N)c3c2)c(C(=O)Nc2c(F)cc(-n3ccnc3C[NH+](C)C)cc2)c1
43,1z95,c1cc(F)ccc1S(=O)(=O)C[C@@](O)(C)C(=O)Nc1cc(C(F)(F)F)c(C#N)cc1
44,1z9g,SC[C@@H](Cc1ccccc1)NC(=O)CC([O-])=O
45,2al5,n1(C[C@H]([NH3+])C([O-])=O)c(=O)[nH]c(=O)c(F)c1
46,2br1,COc1ccc(-c2c3c(NCCO)ncnc3oc2-c2ccc(OC)cc2)cc1
47,2brb,c1nc2oc(-c3ccccc3)c(-c3ccccc3)c2c(NCCO)n1
48,2c3i,C1CC1CNc1ccc2n(n1)c(-c1cc(C(C)=O)ccc1)cn2
49,2cbv,O[C@]12[NH2+][C@H](CC1)[C@H](O)[C@@H](O)[C@@H]2O
50,2cet,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)c2n1cc(CCc1ccccc1)n2
51,2fvd,N1(S(C)(=O)=O)CCC(Nc2ncc(C(=O)c3c(F)c(F)ccc3OC)c(N)n2)CC1
52,2fxs,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1cc(O)c(OC)cc1O
53,2hb1,c1c(Br)c(OCC([O-])=O)c(C([O-])=O)s1
54,2iwx,C1(=O)c2c(O)cc(O)c(Cl)c2CC(=O)CCCCC/C=C/CCO1
55,2j78,C1(=N/O)\[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)N1
56,2j7h,O[C@H]1[C@H](O)C[NH2+][NH2+][C@@H]1CO
57,2p15,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)/C=C/c1ccccc1C(F)(F)F
58,2p4y,c1cc2c(cc1OC(F)(F)F)n(Cc1cc(O[C@H](C)C([O-])=O)ccc1Cl)c(C)c2-c1noc2c1ccc(OC)c2
59,2pog,c12c(O)cccc1O[C@@H](c1ccc(O)cc1)[C@@H]1[C@H]2CCC1
60,2qbp,s1c(C([O-])=O)c(OCC([O-])=O)c(Br)c1-c1cc(NC2CCN(S(=O)(=O)Cc3ccccc3)CC2)ccc1
61,2qbq,s1c(C([O-])=O)c(OCC([O-])=O)c(Br)c1-c1cc(NC2CC(C)(C)CC(C)(C)C2)ccc1
62,2qbr,s1c(C([O-])=O)c(OCC([O-])=O)c(Br)c1-c1cc(NCc2ccccc2)ccc1
63,2qe4,c1(O)cc(COC)c2c(c1)[C@H]1[C@@H]([C@H](c3ccc(O)cc3)O2)CCC1
64,2qnq,c1ccc(Cl)c(S(N([C@@H]2[C@@H](N(S(=O)(=O)c3ccccc3Cl)Cc3ccccc3)C[NH2+]C2)Cc2ccccc2)(=O)=O)c1
65,2r9w,c12ccccc1cccc2C[C@H](C([O-])=O)N1C(=O)c2cc(C([O-])=O)ccc2C1=O
66,2v00,[nH]1c(N)nc(CCc2ccccc2)cc1=O
67,2v7a,N1(C(=O)[C@@H](c2ccccc2)OC)Cc2c(NC(c3ccc(N4CC[NH+](C)CC4)cc3)=O)n[nH]c2C1
68,2vkm,c1ccccc1[C@@H](C)NC(=O)c1cc(N(C)S(=O)(=O)C)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cc(OC)ccc2)c1
69,2vvn,[C@@H]12[C@@H]([C@@H](O)[C@H](O)[C@@H](CO)O1)N=C(NCC)S2
70,2vw5,O=C1/C(C)=C/CC[C@H](C)[C@@H](OC(=O)N)/C(C)=C/[C@H](C)[C@@H](O)[C@@H](OC)C[C@H](C)Cc2cc(O)cc(c2)N1
71,2w4x,O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]1NC(=O)N(C)N=O
72,2w66,O=C(C)N[C@H]1[C@H](O)C[NH2+][C@H](CO)[C@@H](O)[C@@H]1O
73,2wbg,O[C@@H]1[C@H]2CO/C(=N\CCCCCCCC)N2[C@@H](O)[C@H](O)[C@H]1O
74,2wca,CCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O/C1=N\OC(=O)Nc1ccccc1
75,2weg,c1ccc(S(N)(=O)=O)c(F)c1
76,2wer,C1(=O)c2c(O)cc(O)c(Cl)c2CC(=O)/C=C/C=C\[C@@H]2[C@@H](C[C@@H](C)O1)O2
77,2wn9,C(\c1c(OC)cc(O)cc1)=C1\CCCN=C1c1cnccc1
78,2wnc,c1(C(=O)O[C@H]2C[C@H]3CC[C@H]([N@@H+]3C)C2)c[nH]c2c1cccc2
79,2wtv,C1c2cnc(Nc3ccc(C([O-])=O)cc3)nc2-c2c(cc(Cl)cc2)C(c2c(F)cccc2F)=N1
80,2wvt,O[C@H]1C(O)[C@H](O)[C@H](CO)[NH2+][C@H]1CO
81,2x00,O=C1O[C@H](C2=C(C)[C@H]3[C@]4(CC2)C(=NCCC4)CC/C=C(\C)[C@H]2[C@H](C)C[C@H](CC[C@H](O)/C(C)=C/3)O2)C[C@@H]1C
82,2xb8,COc1ccc(C[C@H]2C(=O)[C@@H](O)[C@H](O)C[C@@]2(C([O-])=O)O)cc1
83,2xbv,[C@@H]1(C(=O)Nc2ncc(Cl)cc2)[C@@H](C(Nc2ccc(-n3ccccc3=O)cc2F)=O)C[N@@H+](CC(F)F)C1
84,2xdl,c1(O)c(OC)cc(C(=O)N(CC)CC)cc1
85,2xii,c12c(cccc1C(=O)NC[C@H]1[NH2+][C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)-c1c(cccc1)C2=O
86,2xj7,O=C(C)N[C@@H]1[C@@H](O)[C@H](O)[C@@H]2[N@H+](C1)CC[C@@H]2O
87,2xnb,C1C[NH2+]CCN1c1ccc(Nc2nc(-c3sc(=O)n(C)c3C)ccn2)cc1
88,2xys,[C@H]12C[C@@H]3[C@@H]4[C@@H]5N6c7ccccc7[C@]15CC[N@H+]2CC3=CCO[C@H]4C[C@H]6O
89,2y5h,Clc1ccc(-c2nc([C@@H]3[N@@H+]4[C@@H](CCC4)[C@H]4[C@@H]3C(=O)N(CCC[N+](C)(C)C)C4=O)co2)s1
90,2yfe,CC(C)=CCc1c(OC)cc(CCc2ccccc2)c(C([O-])=O)c1O
91,2yge,C12=C(OC)C(=O)C=C(C1=O)NC(=O)/C(C)=C/C=C\[C@H](OC)[C@@H](OC(=O)N)/C(C)=C/[C@H](C)[C@@H](O)[C@@H](OC)C[C@@H](C)C2
92,2yki,c1ncc2[nH]c(-c3cccc4c3-c3c(cccc3)[C@H]4NC(c3ccnc4[nH]ccc34)=O)nc2c1
93,2ymd,Oc1ccc2[nH]cc(CC[NH3+])c2c1
94,2zb1,O=C(NCC1CC1)c1ccc(-c2c(C)ccc(-c3nnc(C)o3)c2)cc1
95,2zcq,c1ccccc1Oc1cc(ccc1)CCC[C@H]([P](=O)(=O)=O)[S](=O)(=O)=O
96,2zcr,CCCCc1ccc(cc1)c1ccc(cc1)CCC[C@H]([P](=O)(=O)=O)[S](=O)(=O)=O
97,2zda,N1(C([C@H]([NH3+])Cc2ccccc2)=O)[C@H](C(=O)NCc2ccc(C(N)=[NH2+])cc2)CCC1
98,2zy1,c1ccccc1Oc1cc(ccc1)CCCNC(=O)C[P](=O)(=O)=O
99,3acw,O[C@]1(c2ccc(-c3ccccc3)cc2)C[N@H+]2CC[C@@H]1CC2
100,3ag9,n1cnc2c(c1N)ncn2[C@@H]1O[C@H](C(=O)NCCCCCC(=O)N[C@@H](C(=O)NCCCCCC(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N[C@H](CCCNC(=[NH2+])N)C(=O)N)CCCC[NH3+])[C@@H](O)[C@H]1O
101,3ao4,c1c(-c2cc(N)n(C)n2)ccc2c1OCO2
102,3arp,c1cccc2c1[n+](/C=C/CCCCCCCC[n+]1c3c(c(N)cc1C)cccc3)c(C)cc2N
103,3arq,c1cccc2c1C(=O)c1c(c(O)c3c(c1O)C[C@@](O)(C(=O)C)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1)C2=O
104,3aru,CC(=O)CCCCn1c(=O)c2n(C)cnc2n(C)c1=O
105,3arv,N1(C)c2c3c(cc4c(c3)OCO4)ccc2-c2c(c3c(cc2)OCO3)C1
106,3ary,c1(N=C=S)cc2c(cc1)oc(C1=NCCN1)c2
107,3b1m,C1(C(C)=O)=C(O)C=C2[C@@](C)(C1=O)c1c(c(C(NCc3c(CC)ccc4c3cccc4)=O)c(OC)cc1O)O2
108,3b27,CSc1nc(-c2ccccc2Cl)nc(N)n1
109,3b5r,c1c(F)c(Cl)ccc1OC[C@@](O)(C)C(=O)Nc1cc(C(F)(F)F)c(C#N)cc1
110,3b65,c1c(I)c(C#N)ccc1NC(=O)[C@](O)(C)COc1ccc(C#N)cc1
111,3b68,CC(=O)Nc1ccc(OC[C@@](O)(C)C(=O)Nc2cc(C(F)(F)F)c([N+](=O)[O-])cc2)cc1
112,3bgz,[O-]C(=O)c1c2[nH]c(-c3ccccc3)c(-c3ccccc3)c2ccc1
113,3bv9,[NH3+][C@H](C/C=C\NC(=[NH2+])N)C(=O)N1[C@H](C(=O)N2[C@H](C(=O)N[C@H](C)C(=O)N[C@@H](Cc3ccc(C)cc3)C(=O)N)CCC2)C[C@H]2[C@@H]1CCCC2
114,3cj4,[O-]C(=O)CCC(=O)Nc1ccc(Br)cc1C(=O)N1C[C@H](C)C[C@H](C)C1
115,3coy,C([C@@H](C(C)(C)C)[NH3+])(NS(=O)(=O)OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3c(c(N)ncn3)nc2)O1)=O
116,3coz,c12c(c(N)ncn1)ncn2[C@@H]1O[C@H](COS(NC([C@@H](C(C)C)[NH3+])=O)(=O)=O)[C@@H](O)[C@H]1O
117,3d4z,c12n(ccn1)[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
118,3d6q,c1(=O)ccn([C@@H]2O[C@@H](C[NH+]3CCCCC3)[C@H](O)[C@H]2O)c(=O)[nH]1
119,3dd0,NS(=O)(=O)c1nc2c(cc(OCC)cc2)s1
120,3dx1,O[C@@H]1[C@H](O)[C@H]([NH3+])C[C@@H]1O
121,3dx2,O=[S@](C)[C@@H]1[C@@H]([NH3+])[C@@H](O)[C@@H](O)[C@H]1O
122,3dxg,n1(c(=O)[nH]c(=O)cc1)[C@H]1[C@H](O)[C@@H]([C@H](O1)CO[P](=O)(=O)=O)O
123,3e5a,[NH+]1(C)CCN(c2cc(Nc3cc(C)n[nH]3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)CC1
124,3e92,Cc1oc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)nn1
125,3e93,O=C(Nc1cc(N2CCOCC2)ccc1)c1ccc(C)c(-c2ccc3c(onc3C3CC[NH2+]CC3)c2)c1
126,3ebp,C[N@H+]1CC[C@H](c2c3oc(-c4c(Cl)cccc4)cc(=O)c3c(O)cc2O)[C@H](O)C1
127,3ehy,O=S(=O)(N[C@H](C)C([O-])=O)c1ccc(OC)cc1
128,3ejr,O=C(c1ccc(C(C)(C)C)cc1)C[C@@H]1[N@@H+]2C[C@@H](O)[C@@H](O)[C@H]2[C@H](O)CC1
129,3f3a,[NH3+][C@H](C([O-])=O)Cc1c[nH]c2c1cccc2
130,3f3c,[NH3+][C@H](C([O-])=O)Cc1ccc(F)cc1
131,3f3d,[NH3+][C@H](C([O-])=O)CCSC
132,3f3e,[NH3+][C@H](C([O-])=O)CC(C)C
133,3fcq,O=C(Oc1c(C)cccc1C([O-])=O)C
134,3fur,Clc1cc(Cl)ccc1S(=O)(=O)Nc1cc(Cl)c(Oc2cc3ccccc3nc2)c(Cl)c1
135,3fv1,C[NH2+][C@@H]1[C@H](O)CO[C@@H]2C[C@@](C([O-])=O)(C[C@@H](C([O-])=O)[NH3+])O[C@H]12
136,3fv2,[O-]C(=O)[C@@H]([NH3+])C[C@]1(C([O-])=O)C[C@@H]2[C@H](O1)[C@H](O)[C@H](O)CO2
137,3g0w,C1N2[C@@H]([C@@H](O)C1)[C@H](C(F)(F)F)O/C2=N\c1c(C)c(Cl)c(C#N)cc1
138,3g2n,c1ccccc1C(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
139,3g2z,O=C1C=C(Nc2[nH]nnn2)CCC1
140,3g31,O=C1N([C@@H](C([O-])=O)C)C(=O)[C@@H]2[C@H]1[C@@H]1CC[C@H]2C1
141,3gbb,[O-]C(=O)[C@@H]([NH3+])C[C@]1(C([O-])=O)C[C@@H]2[C@H](O1)CCCO2
142,3gc5,c1(=O)[nH]c(N)nc2c(CC[NH3+])c3nc(NC)[nH]c3cc12
143,3ge7,c1(=O)[nH]c(=[NH2+])[nH]c2c(CC[NH2+]CC3CCCC3)c3nc(NC)[nH]c3cc12
144,3gnw,O=C(c1cccc(C)n1)N1c2cccc(O)c2NC2=C([C@@H]1c1c(F)cc(OCc3ccccc3)cc1)S(=O)(=O)CC(C)(C)C2
145,3gr2,O=C1C(CC)C(C)=NN1c1[nH]nnn1
146,3gv9,O=C(C)Nc1ccsc1C([O-])=O
147,3gy4,NC(=[NH2+])c1ccc(N)cc1
148,3ivg,C([O-])(Cn1c(CNS(=O)(=O)c2cc3ccccc3o2)cc2cc(OC)ccc12)=O
149,3jvr,c1cccc2nc([C@@H](OC(=O)Nc3ccc(Cl)c(Cl)c3)C)[nH]c12
150,3jvs,c12c(NC(=O)NNC(=O)c3cc([N+](=O)[O-])c(C(C)(C)C)cc3)cccc1cccc2
151,3jya,c1(=O)[nH]cnc2c1sc1c(Cl)ccc(Cl)c21
152,3k5v,FC(F)(F)Oc1ccc(Nc2ncnc(-c3cc(C(=O)N)ccc3)c2)cc1
153,3kgp,C([O-])(c1ccc(C[NH3+])cc1)=O
154,3kr8,[nH]1c(-c2ccc(C(F)(F)F)cc2)nc2c(c1=O)CSCC2
155,3kwa,[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]
156,3l7b,[C@H]1(n2ccc(N)nc2=O)[C@H](O)[C@@H](F)[C@H](O)[C@@H](CO)O1
157,3lka,c1cc(OC)ccc1S(N)(=O)=O
158,3mss,[NH3+][C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NC
159,3myg,c1(-c2n3cc(C)nc(Nc4snc(C[N@@H+](CC)C(CO)(C)C)c4)c3nc2)cn[nH]c1
160,3n76,[O-]C(=O)[C@]1(O)C=C(/C=C/COc2ccccc2)[C@@H](O)[C@H](O)C1
161,3n7a,C1[C@@H](O)[C@H](O)C=C[C@]1(C([O-])=O)O
162,3n86,O=C(CCC1=C[C@@](O)(C([O-])=O)C[C@@H](O)[C@@H]1O)Nc1ccccc1
163,3nq9,C(CCCCCCC)([O-])=O
164,3nw9,[C@H]1(n2cnc3c2ncnc3C)[C@H](O)[C@H](O)[C@@H](/C=C/CNC(=O)c2cc(-c3ccc(F)cc3)cc(O)c2O)O1
165,3nx7,O=S(=O)(N(CC(=O)NO)CCO)c1ccc(OC)cc1
166,3o9i,c1nc2c(s1)cc(S(=O)(=O)N(CC(CC)CC)C[C@@H](O)[C@@H](NC(=O)O[C@H]1CO[C@H]3OCC[C@@H]13)Cc1ccccc1)cc2
167,3oe4,[C@H]1(O)[C@@H](O)[C@H](n2cnc3c2ncnc3)O[C@@H]1/C=C/CNC(c1c(O)c(O)cc([N+](=O)[O-])c1)=O
168,3oe5,[C@H]1(O)[C@@H](O)[C@H](Sc2ccncc2)O[C@@H]1/C=C/CNC(c1c(O)c(O)cc([N+](=O)[O-])c1)=O
169,3ozs,[C@H]1(O)[C@@H](O)[C@H](n2cnc(C(F)(F)F)c2)O[C@@H]1/C=C/CNC(c1c(O)c(O)cc([N+](=O)[O-])c1)=O
170,3ozt,[C@H]1(O)[C@@H](O)[C@H](n2ccc(=O)cc2)O[C@@H]1/C=C/CNC(c1c(O)c(O)cc([N+](=O)[O-])c1)=O
171,3p5o,Clc1ccc(C2=N[C@@H](CC(=O)NCC)c3n(c(C)nn3)-c3c2cc(OC)cc3)cc1
172,3prs,c1c(COC(=O)N[C@H]([C@H](C[C@H](Cc2ccccc2)NC([C@@H](NC(N(Cc2csc(C(C)C)n2)C)=O)C(C)C)=O)O)Cc2ccccc2)scn1
173,3pww,C(=O)(c1nc2ccccc2cc1)N[C@H](C(=O)N[C@H]([C@H](O)C[N@@H+]1[C@H](C(=O)NC(C)(C)C)C[C@@H]2CCCC[C@@H]2C1)Cc1ccccc1)CC(=O)N
174,3pxf,c1(Nc2ccccc2)cccc2cccc(S([O-])(=O)=O)c12
175,3pyy,c1ccc(-n2cc([C@@H]3C(=O)NC(=O)N3)c(-c3ccc(F)cc3)n2)cc1
176,3qgy,c1cc2c(c3c1sc(-c1ccccc1)c3)nc(Nc1cc(S(=O)(=O)N)ccc1)nc2
177,3qqs,[O-]C(=O)c1ccccc1Nc1ccccc1C([O-])=O
178,3r88,COc1cc(N)c(C([O-])=O)cc1OC
179,3rlr,n1c2[nH]c(C)c(C#N)c2c(-c2cc(OC)c(Cl)cc2Cl)nc1C
180,3rr4,[nH]1c(NC)nc2cc3c(cc12)nc(NC)[nH]c3=O
181,3rsx,c12c(cc(-c3ccsc3)cc1)ccc(N)n2
182,3ryj,S(c1ccc(C(NCC(F)(F)F)=O)cc1)(=O)(=O)N
183,3syr,c1c(F)c(=O)[nH]c(=O)n1[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1
184,3tsk,O=C(CCc1ccc(-c2scc(-c3ccccc3)c2)cc1)N[C@H](C(=O)N[C@H](C(=O)N)CCC([O-])=O)CCC(=O)N
185,3twp,C([O-])(=O)c1c(O)cccc1
186,3u5j,c12cc(Cl)ccc1-n1c(C)nnc1CN=C2c1ccccc1
187,3u8k,C1[NH2+]CCCN(c2cc(OCC)cnc2)C1
188,3u8n,C1C[NH2+]CCCN1c1cnc(Br)c(OCC)c1
189,3u9q,C([O-])(CCCCCCCCC)=O
190,3udh,[C@]12(c3c(cccc3)NC1=O)CC[NH2+]C2
191,3ueu,[O-]C(=O)CCCCCCCCCCC
192,3uev,C([O-])(=O)CCCCCCCCCCCCC
193,3uew,C([O-])(=O)CCCCCCCCCCCCCCC
194,3uex,C([O-])(=O)CCCCCCCCCCCCCCCCC
195,3ui7,c1c2c(C[NH+]3CCOCC3)c3c(C)[nH]nc3nc2c(C)cc1OC
196,3uo4,n1ccc(Nc2ccccc2-c2ccccc2)nc1Nc1ccc(C([O-])=O)cc1
197,3up2,n1ccc(Nc2ccccc2OC(F)(F)F)nc1Nc1ccc(C([O-])=O)cc1
198,3uri,[NH2+]1[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[NH2+][C@@H](CCSC)C(=O)N[C@H](C(=O)N[C@H](C([O-])=O)Cc2[nH]cnc2)C)CO)CC(C)C)Cc2[nH]cnc2)CCC1
199,3utu,S(c1ccc(OC)c(Cl)c1)(=O)(=O)N[C@H](C(=O)N1[C@H](C(=O)NCc2ccc(C(N)=[NH2+])cc2)CCC1)CC(=O)NCc1ccc(C#N)cc1
200,3uuo,c1c2c(c(C)cc1OC)nc1c(c2N2CC[NH2+]CC2)c(C)n[nH]1
201,3wtj,c1cc(Cl)ncc1CN1CCS/C1=N\C#N
202,3wz8,O=C(CCNc1ccccc1)Nc1scc(-c2ccccc2)c1C(=O)NCc1ccccc1
203,3zdg,[NH+](C)([C@@H](CCOC(N(C)C)=O)C)C
204,3zso,c1ccc(C[N@H+](Cc2ccc3c(c2C([O-])=O)OCO3)CC=C)c(C(NC(c2ccc(OC)cc2)c2ccc(OC)cc2)=O)c1
205,3zsx,c1ccc(CNC(c2ccccc2C[N@H+](Cc2ccc3c(c2C([O-])=O)OCO3)CC=C)=O)cc1
206,3zt2,c1ccc2c(c1)/C(=C\c1ccc3c(c1C([O-])=O)OCO3)C(=O)C2
207,4abg,c1cc(C[NH3+])cc(N2CC[NH+](C)CC2)c1
208,4agn,c1(C#CCO)cc(I)c(O)c(C[NH+]2CCC([NH+](CC)CC)CC2)c1
209,4agp,c1(C#CCOc2ccccc2)cc(I)c(O)c(C[NH+]2CCC([NH+](CC)CC)CC2)c1
210,4agq,c1c(NCC#Cc2cc(I)c(O)c(C[NH+]3CCC([NH+](CC)CC)CC3)c2)cccc1
211,4bkt,Cc1noc(CC(N2[C@H](C(NC)=O)C[C@@H](O)C2)=O)c1
212,4cig,c12c(cc(C[N@H+](Cc3cccc(OC)c3C([O-])=O)C)c(C(NCc3ccc(OC)cc3)=O)c1)cccc2
213,4ciw,O[C@H]1[C@H](O)C[C@@](C([O-])=O)(O)C=C1CCO
214,4cr9,Cc1cc(N)nc2c1cc(N)cc2
215,4cra,C(=O)(c1ccc2c(c1)c(O)cc(=O)[nH]2)N[C@H](C(=O)NCc1cccc2c1ccc(N)n2)Cc1ccccc1
216,4crc,C(=O)(/C=C/c1cc(Cl)ccc1-n1cnnn1)N[C@H](C(=O)Nc1ccc(-c2n[nH]nn2)cc1)Cc1ccccc1
217,4ddh,o1c2c(c(CC([O-])=O)c1)ccc(OC)c2
218,4ddk,[O-]C(=O)c1cc2c(cc1)OCO2
219,4de1,O=C(c1cc2c[nH]nc2cc1)Nc1cc(-c2[nH]nnn2)ccc1
220,4de2,O=C(c1cccc(C[NH+](C)C)c1)Nc1cc(-c2n[nH]nn2)ccc1
221,4de3,O=C(c1cccc(Br)c1)Nc1cccc(-c2nn[nH]n2)c1
222,4djv,O=C1[C@@](c2ccccc2)(c2cccc(-c3cc(OC)ccc3)c2)NC(=[NH2+])N1C
223,4dld,[N+](c1c(Cl)cc(C[C@@H](C([O-])=O)[NH3+])c(CCC([O-])=O)c1)(=O)[O-]
224,4dli,n1c(-c2ccccc2)nc2c(c1NC1CC1)ccc(N)c2
225,4e5w,C1CC[N@@H+](C(C)C)[C@@H]1C(=O)N1CCC(n2cnc3c2c2cc[nH]c2nc3)CC1
226,4e6q,C1C[NH+](Cc2ccccc2)CCC1n1cnc2cnc3[nH]ccc3c12
227,4ea2,CC(C)=CCC/C(C)=C\C[NH2+]CC[NH2+][C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3
228,4eky,n1([C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)c(=O)[nH]c(=O)c(C#CCCC)c1
