,pdbid,smiles
17,4u0b,CC(C[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)C)CCC(=O)N)Cc1ccccc1)C)Cc1ccccc1)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]1CCC[NH2+]1)C
18,2r3h,Cc1cnc2n1ccnc2NCc1ccncc1
19,6b98,CNc1nc(Cl)nc2c1cnn2C
20,4wrq,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)CC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)[NH3+])C)COP(O)(O)O)CC(C)C
21,1z5m,O=C(N1CCCC1)Nc1cccc(c1)Nc1ncc(c(n1)NCCCNC(=O)C(C(=O)N)(C)C)Br
22,1u71,COc1ccc(cc1Cc1cnc2c(c1C)c(N)nc(n2)N)OC
23,6bny,Nc1nc2oc3ccc(cc3c(=O)c2cc1c1n[nH]nn1)C(C)C
24,3ew2,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
25,6tld,ONC(=O)C1=CN([NH2+]N1)c1ccccc1
26,4inh,CC(C[C@@H](C(=O)N[C@H](C(=O)O)CCC(=O)N(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C)C
27,2g79,O=C/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C
28,4ehz,Cc1nc2c(n1C1CC[NH2+]CC1)c1cc[nH]c1nc2
29,5yjm,CC[C@H](c1ccc(c(c1)N)C(=O)O)NC(=O)N1C/C(=N/Oc2ccccc2)/NC[C@H](C1=O)Cc1cc(Cl)ccc1OC
30,4yuw,C[C@@H]1CC[C@H](CC1)[NH3+]
31,1f4y,OCC[C@H](C(=O)N[C@@H]1[C@@H](C)O[C@@H]([C@H]([C@H]1O)OC)O[C@@H]1[C@@H](OC)O[C@@H]([C@H]([C@@H]1O)NC(=O)[C@@H](CCO)O)C)O
32,4k7o,Oc1ccc(cc1O)C(C)(C)C
33,4u68,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CCCC[N+](C)(C)C)CCC[NH+]=C(N)N)C)[C@H](O)C)CCC(=O)N)[NH3+]
34,1w6r,COc1ccc2c3c1O[C@@H]1[C@]3(C=C[C@@H](C1)O)CC[N](=C2)C
35,2zx6,O=C(Cc1c[nH]c2c1cccc2)NC[C@H]1[NH2+][C@@H](C)[C@H]([C@H]([C@@H]1O)O)O
36,5gof,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1[nH]c(N)[nH+]c2=O
37,3nw3,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)CCC(=O)N)C)C)NC(=O)C
38,4ggz,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
39,5m17,OC[C@H]1OCC[C@H]([C@@H]1O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
40,6bmv,Clc1ccccc1Cn1c2nnc(n2c2c(c1=O)cccc2)c1cc(ccc1O)C(=O)O
41,2pjt,CC#CCNc1ccc(cc1)S(=O)(=O)CC1(CCN(CC1)C(=O)OC(C)(C)C)C(=O)NO
42,6evq,O=C([C@H](Sc1nnnn1C1CCCC1)C)NCc1ccco1
43,6eq1,OC[C@H]1O[C@@]([C@@H]([C@@H]1O)O)(CO)O[C@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H]([C@@H]([C@H]3O)O)O)[C@@H]([C@H]([C@@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O
44,2va5,O=c1cc(CCc2ccc3c(c2)[nH]cc3)nc([nH]1)N
45,1r1j,S[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccccc1)Cc1ccccc1
46,1css,O=C(NCC[C@@H](C(=O)O)F)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
47,3cbs,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/c1c(C)cc(c(c1C)C)O
48,5iu8,C[N@@H+]1CC[N@H+](CC1)CCNc1nc(N)n2c(n1)nc(n2)c1ccco1
49,5es1,CCc1sc(cc1c1cnn2c1ncc(c2)C(F)(F)F)C(=O)N[C@@H]1[C@H]([NH3+])CCCC1(F)F
50,5iay,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CO)C)CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@H]([C@H](O)C)[NH3+])CCCC[NH3+])CCCC[NH3+])CCCC[NH3+])CCC[NH+]=C(N)N
51,4l2f,Clc1ccc2c(c1)c(=O)cc(o2)c1ccccc1
52,1g4o,O=C(c1ccc(cc1)S(=O)(=O)N)NCc1ccccc1
53,3wig,CNS(=O)(=O)Nc1nccc(c1F)Cc1c(=O)oc2c(c1C)ccc(c2)Oc1ncccn1
54,2yof,S=C(Nc1ccc(c(c1)C(F)(F)F)Cl)NC[C@H]1O[C@H](C[C@@H]1O)n1cc(C)c(=O)[nH]c1=O
55,6dcg,CS[C@]1(CC[N@H+](C1)CC(=O)N1CCC(=CC1)c1ccc(cc1)c1ncn(n1)C)C(=O)Nc1ccc2c(c1)c(n[nH]2)c1ccc(nc1)OC(C)C
56,4oak,C[C@H](C(=O)O)NC(=O)[C@H]([NH3+])C
57,5ni7,COc1ccc(cc1c1csc(c1)NC(=O)Cc1ccc(cc1)S(=O)(=O)CC)C#N
58,5d7a,O[C@@H]1CC[C@@H](CC1)Oc1cccc2c1nc(nc2)Nc1ccc2c(c1)nc[nH]2
59,8lpr,OB([C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C)O
60,3r91,O=C1N(C)CCCc2c(C)c3c(n2c2cc(N[C@H]1C)c(cc2)C(=O)N)CC(CC3=O)(C)C
61,5m34,C[C@H](CNC(=O)CC[C@@]1(C)C2=C(C)C3=[N]4[Co@@]56N2[C@H]([C@@H]1CC(=O)N)[C@@]1([N]6=C([C@H]([C@]1(C)CC(=O)N)CCC(=O)N)C(=C1[N]5=C(C=C4C([C@@H]3CCC(=O)N)(C)C)[C@H]([C@]1(C)CC(=O)N)CCC(=O)N)C)C)O
62,3mvj,Cc1c[nH]c2c1c(ncn2)N1CC[C@H](C1)[NH3+]
63,5eek,ONC(=O)/C=C/C(=C/[C@H](C(=O)c1ccc(cc1)N(C)C)C)/C
64,5wh5,CC(CC(=O)c1ccc(c(c1)O[C@H]1COCC1)OC(F)F)C
65,5mar,OCCCc1onc(n1)c1ccc(cc1)Cl
66,5juz,Cc1ccc(cc1)c1cc2c(s1)ncnc2N[C@H](P(O)(O)O)c1ccc2c(c1)cco2
67,3px9,O=C(c1cnc2c(n1)[nH]c(=[NH2+])[nH]c2=O)NCc1ccco1
68,4uyg,Clc1ccc(cc1)N[C@@H]1C[C@H](C)N(c2c1cc(cc2)c1ccc(cc1)C(=O)O)C(=O)C
69,3qiz,O=NC(=O)[C@H](C[C@H](c1ccc(cc1)F)OC)CC[N@H+](CCCc1ccc(c(c1)C)F)C
70,6f3i,NC(=O)C[C@H](c1ccn2c1c(ncn2)N[C@@H]1CC[C@H](CC1)[NH+]1CCN(CC1)C(=O)C)C
71,6c3n,S=C(Nc1cccnc1)NCCc1ccccc1
72,5aaa,Nc1ncc(cc1O[C@@H](c1c(Cl)ccc(c1Cl)F)C)c1cnn(c1)C1CC[NH2+]CC1
73,4l7h,N#Cc1cccnc1N1CC[C@]2([C@@H](C1)OC(=[NH+]2)N)c1ccc(cc1F)F
74,3t0b,OC[C@H]1O[C@@H](SC(C)C)[C@@H]([C@H]([C@H]1O)O)O
75,6iar,CC(C[N@@H+]1CCc2c([C@H]1c1ccc(cc1)/C=C/C(=O)O)ccc1c2c[nH]n1)C
76,5i8b,C[C@@H]1CC(=O)Nc2c(N1)c(ccc2)c1cccc(c1)OCc1ccccc1
77,5fsm,CC(=O)Nc1ccc2c(c1)ncn2C
78,1ll4,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)[C@H]3[C@@H]([C@H]2O)[NH+]=C(O3)N(C)C)[C@@H]([C@@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
79,6hgv,O=C(Nc1ccc(cc1)OC[C@@H](C[NH2+]C(C)(C)C)O)NC1CCCCC1
80,4qvy,CC(C[C@@H](B(O)O)NC(=O)[C@@H](NC(=O)c1cnccn1)Cc1ccccc1)C
81,5db0,OC[C@H](Cn1c(C#N)cc2c1ccc(c2)C[N@@H+]1CC[C@H](CC1)Nc1ncnc2c1cc(s2)CC(F)(F)F)O
82,1vyw,O=C(Nc1n[nH]c(c1)C1CC1)Cc1ccc2c(c1)cccc2
83,4e28,O=C(C[C@@H]1S/C(=N\N=C\c2ccccc2O)/NC1=O)Nc1cccc(c1)C(F)(F)F
84,5hg9,CCC(=O)N1C[C@@H]([C@H](C1)C(F)(F)F)COc1nc(Nc2cnn(c2)C)nc2c1cc[nH]2
85,3ime,OC(=O)c1cc2c(o1)cccc2
86,1pq3,OC(=O)[C@H](CSCC[B](O)(O)O)[NH3+]
87,3sv6,CCC[C@@H]([C@H](C(=O)NC1CC1)O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C1CCCCC1)NC(=O)c1nccnc1
88,4p5d,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2c1ccc2c(c1)cccc2)COP(O)(O)O
89,1z1r,CC(CCN(S(=O)(=O)c1ccccc1)C[C@H]([C@H]1NC(=O)[C@H](CC(=O)N)NC(=O)CCCOc2ccc(C1)cc2)O)C
90,5aqz,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)C(=O)N
91,4zzx,COCCCN1Cc2c(C1=O)c(ccc2)C(=O)N
92,5xqx,CNC(=O)c1[nH]cc(c1)c1ccncc1
93,3d4q,O/N=C/1\CCc2c1ccc(c2)C1=C(N[N@H+](C1)C1CC[NH2+]CC1)c1ccncc1
94,2wzy,C=C1CCCC2=NC[C@@H]([C@H](C[C@]32CCC(=C([C@@H]3/C=C(\C)/[C@H](C[C@H]2O[C@@]3(O[C@]4(O[C@H](C1)CC[C@@]4(C)O)CC3)CC2)O)C)[C@H]1OC(=O)[C@H](C1)C)C)C
95,5mrm,Brc1cc(Br)c(c(c1)c1onc(c1)C(F)(F)F)O
96,3ooz,FCCCC#Cc1cc(ccc1F)[C@]1(NC(=[N+](C1=O)C)N)c1ccc(cc1)OC(F)F
97,2gph,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CS)CC(=O)O)CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC[NH+]=C(N)N)[NH3+])CC(C)C)CCC(=O)N)CCC(=O)O)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N)CO)CC(=O)N)C)CC(C)C
98,1uj6,OC[C@H]([C@@H]([C@@H](COP(O)(O)O)O)O)O
99,1k3t,C=CC(C1=Cc2cc3C[C@H](Oc3cc2O[C@H]1O)C(O)(C)C)(C)C
100,6fe1,OCCS(=O)(=O)c1c(NC2CCCCCCC2)c(F)c(c(c1F)F)S(=O)(=O)N
101,4lwe,COc1ccc(cc1)c1c(onc1c1cc(Cl)c(cc1O)O)NC(=O)C
102,5jhb,OCC1(CCl)CN(C1)c1nc(nc(n1)c1cnc(cc1C(F)(F)F)N)N1CCOCC1
103,5u94,CCn1c(nc2c1c(OC[C@H]1CCC[NH2+]C1)cnc2C#CC(O)(C)C)c1nonc1N
104,5h14,Cc1nn(c(c1)C)c1cc(ccc1N(=O)=O)N1CCc2c(C1)cccc2
105,5td2,O=C(c1ncc[nH]1)Nc1ccc(cc1c1scc(n1)[C@H]1OCCN(C1)S(=O)(=O)C)N1CCOCC1
106,5cy3,C[C@H]([C@H]1C=NC(=O)O1)Oc1cc(cc2c1csn2)c1cnn(c1)C
107,2m41,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC(=O)N)CO)C)CC(C)C)Cc1ccccc1)C(C)C)CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C(C)C)[NH3+])Cc1ccccc1)Cc1nc[nH]c1
108,5egm,Cc1ccc2c(c1)c(c1[nH]nnn1)c1n2C[C@@](CC1)(NC(=O)c1ccc(cc1Cl)n1cnnc1)c1ccccc1
109,3ujd,OP(OCC[N+](C)(C)C)(O)O
110,1oxg,[NH3+]CC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)Cc1c[nH]c2c1cccc2)Cc1c[nH]c2c1cccc2)CO)C(C)C)C
111,2j34,Clc1ccc2c(c1)sc(c2)S(=O)(=O)N[C@H]1CCN(C1=O)[C@H](C(=O)N1CCOCC1)C
112,6ccq,Clc1cccc(c1)CCc1nc2c([nH]1)c(O)ccc2
113,1xff,OC(=O)CC[C@@H](C(=O)O)[NH3+]
114,3te5,O[C@@H]1[C@H](O)[C@H](O[C@H]1N1CC=CC(=C1)C(=O)N)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O
115,3afk,OC[C@H]1O[C@H](O[C@@H]([C@@H](C(=O)O)[NH3+])C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C
116,1abt,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)Cc1ccc(cc1)O)C(C)C)Cc1c[nH]c2c1cccc2)Cc1c[nH]cn1)[NH3+]
117,5mgl,CNC(=O)c1cc(Cl)ccn1
118,5k0i,OC[C@H]1OCC[C@@H](C1)NC(=O)[C@H]1CCN(CC1(C)C)c1ccc2c(n1)c(C)ccc2
119,2uy3,Clc1nc2c([nH]1)n(C)c(=O)n(c2=O)C
120,2gg7,OC(=O)c1cccc(c1)/N=N/c1c(N)n[nH]c1N
121,6fmj,O[C@@H]1C[C@H](N(C1)C(=S)[C@@H](NC(=O)C)C)C(=O)NCc1ccc(cc1)c1scnc1C
122,2hwo,CCC(=O)Nc1ccc2c(c1)c(ncn2)Nc1ccccc1
123,3ipx,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(F)c(=N)[nH]c1=O
124,2qfo,Cc1nc(N)nc(c1)C(F)(F)F
125,3lcd,O=C(N1CCC[C@@H]1C[NH+]1CCCC1)c1ccc(cc1)c1cnc(c(n1)NCc1c(Cl)cccc1Cl)N
126,5ar7,O=C(Nc1noc(c1)C(C)(C)C)Nc1ccc(cc1)Oc1ccncc1
127,5zjy,OC[C@@H](C(=O)N[C@H](C(=O)N[C@]1(C)CCC/C=C\CCC[C@@](C)(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCC(=O)N)CC(C)C)CC(C)C)C(=O)N[C@H](C(=O)N)Cc1ccccc1)CCC[NH+]=C(N)N)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)CCCC[NH3+])CCCC[NH3+])CCC[NH+]=C(N)N
128,6df7,C=CCCn1cc(c2cc(cc3c2ncn3C)C(=O)N2CCOCC2)c2c(c1=O)[nH]cc2
129,2bz8,[NH3+]CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N)CCC[NH+]=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC[NH2+]1)C)CCC[NH+]=C(N)N
130,3uvx,[NH3+]CC(=O)N[C@H]([C@H]([NH2+]CC(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC)CCCCNC(=O)C)C)O)CCCCNC(=O)C
131,2jdt,Clc1ccc(cc1)COCC[NH2+]CCNS(=O)(=O)c1cccc2c1ccnc2
132,6haj,Oc1c2Cc3cc(cc(c3O)Cc3cc(cc(c3O)Cc3cc(cc(c3O)Cc3cc(cc(Cc4c(c(Cc5c(c(Cc6c(c(Cc1cc(c2)S(O)(O)O)cc(c6)S(O)(O)O)O)cc(c5)S(O)(O)O)O)cc(c4)S(O)(O)O)O)c3O)S(O)(O)O)S(O)(O)O)S(O)(O)O)S(O)(O)O
133,3coj,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)O)C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC[NH2+]1)CCC(=O)N)COP(O)(O)O
134,2vnp,OP(OP(O)(O)O)(OCC[NH+](C)C)O
135,4qxq,OC(=O)Cc1cccc2c1oc1c(C)c(C)ccc1c2=O
136,4ud7,OC[C@@H](C(=O)N[C@H](C(=O)N[C@]1(C)CCC/C=C\CCC[C@@](C)(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCC(=O)O)Cc1ccc(cc1)O)Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)CC(C)C)CC(C)C)Cc1ccccc1)NC(=O)[C@H]([C@H](O)C)NC(=O)C
137,6max,Oc1c(O)cc(c2c1C(=O)c1ccccc1C2=O)O
138,4afj,COc1ccc(cc1)c1ocnc1C(=O)NCc1ccncc1
139,3pp1,OC[C@@H](CN1CN=C2C(=C(Nc3ccc(cc3F)I)[C@@H](C(=O)N2C)F)C1=O)O
140,4ca8,O=C(N[C@H](P(C[C@@H](C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)O)Cc1onc(c1)c1ccccc1)(O)O)Cc1ccccc1)OCc1ccccc1
141,3tl5,O=C(N1CC[N@H+](CC1)Cc1sc2c(c1C)nc(nc2N1CCOCC1)c1cnc(nc1)N)[C@@H](O)C
142,3qxd,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC(=O)N)CCSC)CC(C)C)CC(C)C)[C@H](O)C)C)CCSC)CCC[NH+]=C(N)N)CCSC)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H]1[NH2+]CCC1)CO
143,6d17,O=c1cc(CP(O)(O)O)c2c(o1)cc1c(c2)OCO1
144,3qcj,COc1ccc(cc1C(=O)O)S(=O)(=O)NC(=O)c1sccc1SCc1ccc(c(c1)Cl)Cl
145,2vtj,Clc1cncc(n1)Nc1ccc(cc1)S(=O)(=O)N
146,2uz9,O=c1[nH]c(=O)c2c([nH]1)nc[nH]2
147,1uv5,O/N=C\1/C(=C\2/C(=O)Nc3c2ccc(c3)Br)/Nc2c1cccc2
148,1nc6,O[C@@H]1C[C@H](N(C1)C(=O)C)[C@H]([NH2+][C@H]([C@@H](c1nc2c(s1)cccc2)O)CCC[NH+]=C(N)N)O
149,3hzk,C=CCO[C@@]1(C[C@@H](O[C@@]2(C[C@@H](O)[C@H]([C@H](O2)[C@@H](CO)O)O)C(=O)O)[C@H]([C@H](O1)[C@@H](CO)O)O)C(=O)O
150,5xw6,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]([C@@H]2[C@H]1O[C@]1(O2)[C@@H](C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)COP(OP(OP(O)(O)O)(O)O)(O)O
151,5f0c,O=C(Nc1cccc(c1)N1CCCCC1)CCC1CCCC1
152,2cbs,OC(=O)/C=C(/C=C/C=C(/c1ccc2c(c1)C(C)(C)CCC2(C)C)\C)\C
153,2bed,Clc1ccc2c(c1)C(=Cc1c([C@H]2C2CCN(CC2)S(=O)(=O)C)nccc1)N1CC[NH2+]CC1
154,6oyh,CCCCCCCCCCCCCCCCC[C@H]1C[N@H+](C)[C@H](C(=O)N([C@@H]1C(=O)O)C)[C@@H]([C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O)O[C@@H]1O[C@@H]([C@H]([C@H]1O)O)C[NH3+]
155,4z07,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1nc(N)[nH]c2=O
156,5ih9,C[NH+]1CCN(CC1)c1ccc(cc1)n1ncc(c1)c1ccncc1OCC1CC[NH2+]CC1
157,6n7z,Cc1ccc(cc1)c1sc2c(c1)c(ncn2)N[C@@H](P(O)(O)O)Cc1ccccc1
158,3axz,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N
159,1juq,O=C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)[NH3+])CC(=O)O)Cc1[nH]cnc1)CC(C)C)CC(C)C
160,4cgj,[NH3+]CCCCCC(=O)N[C@H]1Cc2c([C@@H]1Cc1ccc3c(c1C(=O)O)OCO3)cccc2
161,5tyl,OB(c1ccc2c(c1)cccc2)O
162,4oyb,CCOC(=O)COc1cccc(c1)C(=O)c1nonc1N
163,1x8s,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)CS)CC(=O)O)C(C)C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1nc[nH]c1)[NH3+])CCC[NH+]=C(N)N)CCC(=O)O
164,4hup,O=C(N[C@H](C(=O)N[C@H](C(=O)O)Cc1ccccc1)Cc1ccccc1)CNC(=O)c1cnc2c(n1)[nH]c(=[NH2+])[nH]c2=O
165,1o9k,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C)Cc1ccccc1)CC(C)C)CC(=O)O)CCC[NH+]=C(N)N)NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[NH3+])CC(=O)O)Cc1ccc(cc1)O)Cc1c[nH]cn1)Cc1ccccc1)CC(C)C)CCC(=O)O)CCC(=O)O)CCC(=O)O)C
166,2f5t,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
167,2h4g,OC(=O)COc1c(sc(c1Br)c1ccc(cc1)O)C(=O)O
168,3wkb,O=C1CN(Cc2ccccc2)c2c(N1)cccc2
169,4qgf,CC[C@H](c1ccc(c(c1OC)Oc1cccc(c1)Cl)C(=O)O)[N@@H+]1CCC[C@@H](C1)n1cc(C)c(=O)[nH]c1=O
170,4jn2,OC(=O)CCN(C(=O)c1ccc2c(c1)nc(n2C)CNc1ccc(cc1)C(=[NH2+])N)c1ccccn1
